id,average_similarity
0704.0135,0.8759750723838806
0704.0136,0.8446336388587952
0704.0137,0.8958869576454163
0704.0138,0.8034166693687439
0704.0139,0.862070620059967
0704.0140,0.8182341456413269
0704.0141,0.7599208354949951
0704.0142,0.6767551302909851
0704.0143,0.8120803833007812
0704.0144,0.6063515543937683
0704.0145,0.8204617500305176
0704.0146,0.8631109595298767
0704.0147,0.7843737006187439
0704.0148,0.7874109745025635
0704.0149,0.7242498397827148
0704.0150,0.7376298308372498
0704.0151,0.723636269569397
0704.0152,0.7857813239097595
0704.0153,0.6644469499588013
0704.0154,0.8090534210205078
0704.0155,0.7645642757415771
0704.0156,0.30801910161972046
0704.0157,0.7561228275299072
0704.0158,0.8016583323478699
0704.0159,0.7569805979728699
0704.0160,0.8682818412780762
0704.0161,0.8002910017967224
0704.0162,0.7033833861351013
0704.0163,0.7250685095787048
0704.0164,0.7495224475860596
0704.0165,0.6546652913093567
0704.0166,0.7977916598320007
0704.0167,0.8452563285827637
0704.0168,0.8696246147155762
0704.0169,0.7640137672424316
0704.0170,0.8323462605476379
0704.0171,0.8434524536132812
0704.0172,0.8130980730056763
0704.0173,0.886492908000946
0704.0174,0.6878944635391235
0704.0175,0.9090538620948792
0704.0176,0.6373741626739502
0704.0177,0.8293611407279968
0704.0178,0.9556452631950378
0704.0179,0.9638069868087769
0704.0180,0.8478646278381348
0704.0181,0.7519991993904114
0704.0182,0.7517783641815186
0704.0183,0.8416935205459595
0704.0184,0.8848116993904114
0704.0185,0.5758240222930908
0704.0186,0.8454824686050415
0704.0187,0.786677896976471
0704.0188,0.7434853911399841
0704.0189,0.7329849004745483
0704.0190,0.8770269751548767
0704.0191,0.8960081934928894
0704.0192,0.9123529195785522
0704.0193,0.9232562780380249
0704.0194,0.6949671506881714
0704.0195,0.7903656959533691
0704.0196,0.8386868834495544
0704.0197,0.7779103517532349
0704.0198,0.7861768007278442
0704.0199,0.6871339082717896
0704.0200,0.7377046346664429
